Time (s),Frequency (Hz),Flux (mJy),UB Error,LB Error
3583986.5047296835,3000000000.0,14053.33618202776,1653.333668473854,1653.333668473854
10870367.926584573,3000000000.0,2799.3130143432045,329.3309428639064,329.3309428639064
32970241.016080774,3000000000.0,170.40279587565016,20.047387750076485,20.047387750076485
100000000.0,3000000000.0,17.218174879123595,2.02566763283807,2.02566763283807
100000000.0,3000000000.0,17.39309210709173,5.492555402239493,5.492555402239493
4731711.059131409,3000000000.0,17335.733974420833,4622.862393178888,4622.862393178888
21752496.544377174,3000000000.0,400.46424334327173,106.7904648915391,106.7904648915391
100000000.0,3000000000.0,16.926785079759462,4.513809354602522,4.513809354602522
4892085.206868496,3000000000.0,13014.306536752902,1599.4349385962712,1600.4298688343072
100000000.0,3000000000.0,14.990301164828603,1.8422163475089728,1.842570725513507
15676651.776362456,3400000000.0,857.2556992987825,128.8622316236958,127.26380792898502
100000000.0,3400000000.0,15.129198954934374,2.211892338763479,2.3097065638668863
4636444.361067379,3500000000.0,11355.178222283863,2476.69190860602,2354.8639227239437
100000000.0,3500000000.0,15.87389375890688,3.5136519709682434,2.7964136776860054
100000000.0,5000000000.0,14.092123766984768,2.26169887618274,2.26169887618274
5122280.834079809,5500000000.0,13115.569257643103,2098.4910812228964,2098.4910812228964
22632456.41568718,5500000000.0,274.30128548384624,43.8882056774154,43.8882056774154
100000000.0,5500000000.0,10.445184460834843,1.671229513733575,1.671229513733575
4503226.8323193295,5500000000.0,10665.08786979399,1692.216333874999,1747.3609767624719
100000000.0,5500000000.0,8.626116694475229,1.3931051027545547,1.3667465941843007
100000000.0,5500000000.0,9.948389322074647,2.7059778476628815,2.7310926917495872
100000000.0,6000000000.0,9.985171032614106,2.707842991895351,2.707842991895351
4741210.726061001,6000000000.0,12567.408858736886,2840.6952877065837,2757.922188110754
100000000.0,6000000000.0,10.700290957276714,2.4164365059785857,2.4196599026025476
100000000.0,6000000000.0,14.622390783345947,5.48339654375473,5.48339654375473
100000000.0,7000000000.0,8.772434882764252,1.0066728553991762,1.0066728553991762
100000000.0,9000000000.0,7.712944961681048,1.5711554551572504,1.5711554551572504
3155520.2020427333,9000000000.0,15213.513307900812,3163.263384575914,3173.4802673904
9985748.948901815,9000000000.0,1774.390737466068,347.2444201916032,351.099376769565
31600235.67776325,9000000000.0,65.47689989161692,13.258773785607488,13.500616352308235
100000000.0,9000000000.0,7.1818043081363605,1.461935618218618,1.4512457852310707
7645865.59122578,9000000000.0,3681.2971767457834,593.7576091525455,593.7576091525455
27651158.36854898,9000000000.0,95.16961079068783,15.349937224304483,15.349937224304483
100000000.0,9000000000.0,8.70875529732876,1.4046379511820577,1.4046379511820577
7635436.313718067,10000000000.0,3721.53337152795,930.3833428819875,930.3833428819875
27632293.270226505,10000000000.0,136.8920022447731,34.223000561193274,34.223000561193274
100000000.0,10000000000.0,4.827137875340128,1.206784468835032,1.206784468835032
4769581.4096492175,15000000000.0,8280.696782947969,1971.594472130468,1971.594472130468
21839371.3500394,15000000000.0,122.05452811254038,29.060601931557223,29.060601931557223
100000000.0,15000000000.0,6.310882122300041,1.5025909815000091,1.5025909815000091
6601923.516413917,508122810169500.0,7.630773635271591,2.108460674470479,2.108460674470479
25694208.523349997,508122810169500.0,0.08748129850846624,0.024171976063361387,0.024171976063361387
100000000.0,508122810169500.0,0.011113297200079794,0.003070717496029765,0.003070717496029765
12549279.677482009,508122810169500.0,0.7378658873056804,0.14027053828492622,0.14247974308685601
100000000.0,508122810169500.0,0.00570539807473552,0.0010596916576029636,0.0011282824408664865
9510667.54246609,2.418e+17,0.0012605254999694796,0.0005509378440512776,0.000594641308784169
100000000.0,2.418e+17,4.630937275411418e-05,1.952614847951462e-05,2.2961802425649804e-05
6038364.152290339,2.418e+17,0.0087777309235191,0.002605043148807807,0.002251133602253354
15391449.916779552,2.418e+17,0.0005704563525195551,0.00014206351237695637,0.00014974004944132182
39231938.41346565,2.418e+17,7.879289871682256e-05,1.843710465943602e-05,2.1348325910491238e-05
100000000.0,2.418e+17,1.913928637279443e-05,5.209955619007028e-06,4.942878281754656e-06
4105067.40884039,2.418e+17,0.019016672229687073,0.003384045917906361,0.0034094526924343714
20260965.941534966,2.418e+17,0.00036611099580637877,6.58548562651245e-05,6.877965266806116e-05
100000000.0,2.418e+17,1.5934112321805808e-05,2.8862307005472985e-06,2.8646655384675923e-06
5469272.168516306,1.20899718108e+18,0.0017093447211990374,0.00043401570361495503,0.0005507597076113784
23386475.083937548,1.20899718108e+18,2.2568766916819982e-05,7.547003798175192e-06,6.724316189632849e-06
100000000.0,1.20899718108e+18,3.184010020480087e-06,8.763097238187803e-07,8.574572138096102e-07
16564606.012348795,1.20899718108e+18,9.222201372169438e-05,1.1163717450520893e-05,1.1163717450520893e-05
100000000.0,1.20899718108e+18,2.9982696753885166e-06,3.6294843438913603e-07,3.6294843438913603e-07
