Time (s),Frequency (Hz),Flux (mJy),UB Error,LB Error
1181648.9885931858,3000000000.0,0.1157806636137517,0.013621254542794316,0.013621254542794316
3583986.5047296835,3000000000.0,10.342270704727857,1.2167377299679831,1.2167377299679831
10870367.926584573,3000000000.0,84.95679722626461,9.994917320737011,9.994917320737011
32970241.016080774,3000000000.0,479.0234364594513,56.355698406994264,56.355698406994264
100000000.0,3000000000.0,40.96133577680802,4.818980679624472,4.818980679624472
957899.5650215908,3000000000.0,0.027334722457699044,0.008632017618220751,0.008632017618220751
100000000.0,3000000000.0,41.377456727968664,13.06656528251642,13.06656528251642
1029265.2846274723,3000000000.0,0.04533205878649276,0.0120885490097314,0.0120885490097314
4731711.059131409,3000000000.0,24.331105593192138,6.488294824851235,6.488294824851235
21752496.544377174,3000000000.0,270.7826299470796,72.20870131922122,72.20870131922122
100000000.0,3000000000.0,40.268131328747586,10.738168354332688,10.738168354332688
4892085.206868496,3000000000.0,19.63135988262631,2.4126589303669386,2.414159727470943
100000000.0,3000000000.0,35.66131507657649,4.382557554072235,4.383400604891357
2457574.1091732816,3400000000.0,3.7584322830344017,0.559811115224656,0.567390932229912
15676651.776362456,3400000000.0,150.60578533193004,22.63898345521252,22.35816659271514
100000000.0,3400000000.0,35.99174725415168,5.2620016596585835,5.494697711727773
4636444.361067379,3500000000.0,14.593424301697208,3.182989749640268,3.0264191124388793
100000000.0,3500000000.0,37.76334581967367,8.358834731094293,6.652554084662976
100000000.0,5000000000.0,33.52458768017698,5.380489380769143,5.380489380769143
1159297.977262213,5500000000.0,0.15363508391526406,0.02458161342644225,0.02458161342644225
5122280.834079809,5500000000.0,19.272221432190126,3.08355542915042,3.08355542915042
22632456.41568718,5500000000.0,245.0058569270556,39.200937108328894,39.200937108328894
100000000.0,5500000000.0,24.848667814943887,3.975786850391022,3.975786850391022
4503226.8323193295,5500000000.0,11.292475084105094,1.791763089108821,1.8501516850051893
100000000.0,5500000000.0,20.521179791287746,3.3141402202565233,3.2514344034262432
100000000.0,5500000000.0,23.66681244212413,6.437410933554499,6.497158123302527
100000000.0,6000000000.0,23.75431463131833,6.44184803561175,6.44184803561175
4741210.726061001,6000000000.0,14.630557500731191,3.3070425428193224,3.2106808658210735
100000000.0,6000000000.0,25.455555765203346,5.748603890923178,5.756272220022102
1030154.13078244,6000000000.0,0.08104357217890068,0.030391339567087755,0.030391339567087755
