# nu [1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18
 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18 1.e+18]
# t(s)     Fnu(mJy)
8.640000e+03, 4.360517e-09
9.482389e+03, 4.643558e-09
1.040691e+04, 4.941557e-09
1.142157e+04, 5.273535e-09
1.253516e+04, 5.661965e-09
1.375732e+04, 6.030222e-09
1.509865e+04, 6.456565e-09
1.657074e+04, 6.923568e-09
1.818637e+04, 7.433133e-09
1.995952e+04, 7.995549e-09
2.190555e+04, 8.617794e-09
2.404131e+04, 9.290781e-09
2.638531e+04, 1.003972e-08
2.895785e+04, 1.084592e-08
3.178120e+04, 1.171699e-08
3.487983e+04, 1.267621e-08
3.828057e+04, 1.377627e-08
4.201288e+04, 1.498714e-08
4.610908e+04, 1.629356e-08
5.060466e+04, 1.769037e-08
5.553855e+04, 1.925665e-08
6.095349e+04, 2.102492e-08
6.689638e+04, 2.300089e-08
7.341870e+04, 2.509648e-08
8.057693e+04, 2.740817e-08
8.843308e+04, 2.997458e-08
9.705520e+04, 3.286756e-08
1.065180e+05, 3.607758e-08
1.169033e+05, 3.955964e-08
1.283013e+05, 4.339037e-08
1.408105e+05, 4.766432e-08
1.545393e+05, 5.242353e-08
1.696067e+05, 5.774399e-08
1.861432e+05, 6.352891e-08
2.042919e+05, 6.989318e-08
2.242101e+05, 7.692751e-08
2.460703e+05, 8.494654e-08
2.700618e+05, 9.379819e-08
2.963925e+05, 1.032327e-07
3.252905e+05, 1.139061e-07
3.570059e+05, 1.258815e-07
3.918135e+05, 1.390502e-07
4.300148e+05, 1.534069e-07
4.719408e+05, 1.689620e-07
5.179544e+05, 1.865778e-07
5.684543e+05, 2.062648e-07
6.238779e+05, 2.272229e-07
6.847052e+05, 2.501977e-07
7.514631e+05, 2.763524e-07
8.247299e+05, 3.047836e-07
9.051400e+05, 3.346415e-07
9.933900e+05, 3.684381e-07
1.090244e+06, 4.060456e-07
1.196542e+06, 4.445656e-07
1.313203e+06, 4.879099e-07
1.441239e+06, 5.357399e-07
1.581758e+06, 5.843334e-07
1.735977e+06, 6.386955e-07
1.905233e+06, 6.969552e-07
2.090991e+06, 7.553544e-07
2.294860e+06, 8.208149e-07
2.518606e+06, 8.865611e-07
2.764167e+06, 9.544709e-07
3.033670e+06, 1.025382e-06
3.329449e+06, 1.094010e-06
3.654066e+06, 1.164415e-06
4.010333e+06, 1.229177e-06
4.401335e+06, 1.291028e-06
4.830460e+06, 1.341974e-06
5.301424e+06, 1.382417e-06
5.818306e+06, 1.406437e-06
6.385584e+06, 1.408619e-06
7.008170e+06, 1.382222e-06
7.691458e+06, 1.325285e-06
8.441366e+06, 1.244140e-06
9.264389e+06, 1.141595e-06
1.016766e+07, 1.019848e-06
1.115899e+07, 8.836560e-07
1.224698e+07, 7.357269e-07
1.344104e+07, 5.906614e-07
1.475153e+07, 4.581663e-07
1.618978e+07, 3.434233e-07
1.776827e+07, 2.509548e-07
1.950065e+07, 1.798475e-07
2.140194e+07, 1.274441e-07
2.348860e+07, 8.991224e-08
2.577871e+07, 6.345667e-08
2.829210e+07, 4.499151e-08
3.105055e+07, 3.214134e-08
3.407794e+07, 2.318370e-08
3.740050e+07, 1.690354e-08
4.104700e+07, 1.246488e-08
4.504903e+07, 9.296915e-09
4.944126e+07, 7.011725e-09
5.426172e+07, 5.345037e-09
5.955217e+07, 4.115976e-09
6.535843e+07, 3.199811e-09
7.173080e+07, 2.509622e-09
7.872446e+07, 1.984501e-09
8.640000e+07, 1.581182e-09
