Time (s),Frequency (Hz),Flux (mJy),UB Error,LB Error
13962.943322433002,3000000000.0,10.8328343835026,1.1150381699602367,1.1629326627089527
75310.3824801055,3000000000.0,115.43236107525655,13.29378334195559,11.853830811403592
406193.2773291173,3000000000.0,489.32005308473236,61.77153939905396,51.37680071412832
2190839.737017069,3000000000.0,10.45874528389698,1.1906232399807344,1.0394885967139529
11816489.885931859,3000000000.0,0.3705127084985749,0.04403013543494733,0.03764737927285895
14006.466673801719,3000000000.0,11.673569852755199,3.62755440538218,3.6194717477788734
75515.7462098955,3000000000.0,128.5373534162849,40.545536107344205,41.49461782811886
407142.5048476913,3000000000.0,448.8955664205249,143.79689590950247,132.08872235393383
2195105.3597869496,3000000000.0,14.74084460915496,4.678586864958795,4.6624560338769925
11834891.919152338,3000000000.0,0.45456560119766576,0.14546530746602726,0.14636785667055988
9881.713441743195,3000000000.0,7.912035421054509,2.109876112281202,2.109876112281202
55651.672886354296,3000000000.0,82.46231809199539,21.989951491198763,21.989951491198763
313418.185348981,3000000000.0,62.04500733037588,16.54533528810023,16.54533528810023
1765103.4337825682,3000000000.0,27.301454295220363,7.280387812058762,7.280387812058762
9940680.782392714,3000000000.0,0.6543278560540677,0.17448742828108468,0.17448742828108468
55983764.19543268,3000000000.0,0.030686948433722924,0.008183186248992778,0.008183186248992778
9468.181130505836,3000000000.0,5.455518978768121,0.6718269711770529,0.6703566991766845
95548.11669991518,3000000000.0,137.28945461976429,16.894844297207193,16.874986022236826
964223.4848556236,3000000000.0,146.4380983450921,18.01209485175544,18.01723297483771
9730457.91856982,3000000000.0,0.6376142056254601,0.0783048316570373,0.0783008332164426
10520.950432783817,3400000000.0,9.087552418262586,1.3660361611739866,1.3490916729376774
165060.8129006126,3400000000.0,289.1593424926287,42.27516184078793,44.144652558807906
2589601.7788007036,3400000000.0,8.483671947610732,1.2781070896857583,1.2967120419569567
10598.288911135514,3500000000.0,9.041358328281277,1.9207769326776027,1.799195871052133
104961.44360937004,3500000000.0,217.64428573391845,46.635936254742276,45.60635229406674
1039498.426296685,3500000000.0,42.88676929149595,8.893960428427018,8.509682542167146
10294799.129237795,3500000000.0,0.36267714757083497,0.07322150183453523,0.07597539031561644
9447.970380706798,5000000000.0,9.328688960413011,1.4969853203821428,1.3931255276037688
53508.30670111691,5000000000.0,94.28816729436785,13.955802640298218,16.75429235656645
303042.74575918063,5000000000.0,529.7734290769122,86.67819644617592,88.18717187276897
1716273.8165165384,5000000000.0,13.743440500985757,2.1108053423307065,1.9127182158032277
9720067.068033429,5000000000.0,0.3740035155226271,0.06251539071599135,0.062187826146030155
9331.84901004362,5500000000.0,10.927007097661827,1.7009043207545878,1.7160203882933633
94400.23730864126,5500000000.0,174.076589731836,28.071981308855225,28.785546588641914
954945.2412203299,5500000000.0,72.97118852756428,10.654380589148865,12.627093492222942
9660149.58996166,5500000000.0,0.3806657085677031,0.05870891587996482,0.06121831377272046
8679.16207588112,5500000000.0,7.382983581643794,1.205390006468186,1.2526266693946642
141508.40595655786,5500000000.0,188.53124646478176,30.565091305596397,30.065100475400723
2307207.629180389,5500000000.0,7.712385575262352,1.2286776493375995,1.238380883451261
5532.459039249524,5500000000.0,5.101097828071041,1.3914867950417193,1.395185795230304
98703.95747128715,5500000000.0,187.60672392641547,51.37260043241617,50.96034445117226
1760965.8112923398,5500000000.0,13.154079406191396,3.6113141399931736,3.586537844856017
31417185.976991504,5500000000.0,0.06549068685102875,0.017911743740422075,0.01777799257430284
11242.983284448948,6000000000.0,17.262890479502065,4.669520182355575,4.604034412074069
110255.76429759445,6000000000.0,222.9381754124501,60.225222831282714,59.04993470336805
1081237.3596304376,6000000000.0,84.32309209239861,22.097436756325106,22.920939429906223
10603293.490443878,6000000000.0,0.3914311416682061,0.10916783649506175,0.10321197161154165
103982563.90522595,6000000000.0,0.007214673167301901,0.0019758558118141145,0.002008669238540092
9787.16909434772,6000000000.0,10.92126906467059,2.4624262895706264,2.4524284826553964
9893012.22800605,6000000000.0,0.2421421122018405,0.05480892448223843,0.05501092489827766
9798.515374949347,6000000000.0,9.180062143473982,3.309758351781494,3.347988863689832
9898745.05932411,6000000000.0,0.2982610802280134,0.11072698928163674,0.11238821158967009
12465.193790927911,7000000000.0,15.694013203485143,1.494607686902996,1.868403862160643
68192.50674727593,7000000000.0,109.18051037981978,13.94840472374791,12.487619374300053
373056.2119187978,7000000000.0,308.10581761235136,34.791485715033836,35.26877620838661
2040853.8106243196,7000000000.0,6.580084526237204,0.7699490345350035,0.7281975246717365
11164763.22674506,7000000000.0,0.28244196668664384,0.03186278581802774,0.030482754368398677
10612.395504378495,9000000000.0,10.364113281714927,2.0197446072319116,2.2422254757738758
330643.5614676917,9000000000.0,457.9093696173967,97.1137359487844,89.72873506797139
10301648.17122896,9000000000.0,0.2696377461826798,0.05375053731333113,0.05160307953151001
8119.350923278472,9000000000.0,7.7374876007654745,1.5750510921425112,1.563534146449394
870323.8298409388,9000000000.0,72.50232988366712,15.321526616552978,14.772410336512129
8387.154722386771,9000000000.0,10.275943439741782,1.6011042069856007,1.575906553886101
11283.13122982018,10000000000.0,20.251361475657184,5.522976628730181,5.111045568845104
174559.5892926878,10000000000.0,226.57580003145893,53.08256726105417,57.01934890347028
2700584.580058763,10000000000.0,2.7144675410886983,0.680441164838067,0.7054345002301099
10083.105164725182,15000000000.0,13.390814637011895,3.0938364704953547,3.1621997871030216
